model_name,scs,l3_weight_cuts,l3_output_cuts,lcus,weights,ops_per_image,macs_per_image,total_4bit_macs_per_frame,pure_ops_per_image,pure_macs_per_image,power,fps,subclusters_per_target,l3_cuts_per_target,layers_per_target,l2_cuts_per_target_normalized,l2_cuts_used_normalized,profiling_mode,layers,l3_total_cuts,net_input_throughput,gross_input_throughput,net_output_throughput,gross_output_throughput,latency,input_aligners,input_aligners_per_target,apus,apus_per_target,l4_cuts,l4_cuts_per_target,l2_weights,l2_data_usage,l2_cuts_per_target,number_of_devices,number_of_contexts,calibration,transpose,resize_input,normalization,input_conversion,nms,optimization_level,compression_level,compression_rate,hw_arch,stream_fps,optimization_goal_fps,context_switch_configs,l2_cut_size,l3_cut_size,l4_cut_size
densenet121,747,638,847,378,7905448.0,5699658240.0,2856728320.0,0.0,5699658240.0,2856728320.0,,N/A,512,1024,128,256.0,373.5,post_placement,368,1485,12.44 Megabytes/sec,60.65 Megabytes/sec,84.63 Kilobytes/sec,48.29 Megabytes/sec,N/A,422,256,377,160,3,28,0,366848,512,3,5,64,False,False,False,False,False,1,0,N/A,hailo8,,,8663040.00,16384.0,32768.0,131072.0

context_name,csw_scs_mac_util,b8_csw_scs_mac_util, ,lcu_util,l3_util,mapping_util,active_mac_util,width_align_util,feature_align_util,balance_fps_util,mac_layers_util,effective_mac_util,scs_mac_util, ,fps,1/fps (s),drain (s),latency_util,b8_latency_util, ,context_overhead,overhead_util,b8_overhead_util,total_mac_util,b8_total_mac_util,boundary_in_bytes,boundary_out_bytes,inter_context_in_bytes,inter_context_out_bytes,ddr_portals_in_bytes,ddr_portals_out_bytes
contexts_total,0.03712976518914925,0.08471038116198631,,,,0.27256485592883045,0.7803828450737561,0.8941237906147353,0.9797674361003328,0.7710785928488593,0.810935429998853,0.49374581571888276,0.10369316743529296,,86.66087050793477,0.011539233268011527,N/A,0.35807340162811707,0.816933104245732,,0.004802009999999999,0.5612105246205203,0.8176786596865556,0.020837615000839183,0.06926587093007022,150528.0,1000.0,583296.0,583296.0,0.0,0.0
densenet121_context_0,0.07356077052723974,0.12581116491996988,,0.5390625,0.255859375,0.30078125,0.7425194035152369,0.9179313037941492,0.9747978178688536,0.8736506508957962,0.8311688311688312,0.5600766302514643,0.14001915756286606,,1224.919767755212,0.00081638,0.0007375575,0.5253621847725536,0.8985282236359904,,0.00083695,,,,,150528.0,0.0,0.0,275968.0,0.0,0.0
densenet121_context_1,0.03683617852812032,0.07942544218228886,,0.6015625,0.2607421875,0.2578125,0.8201436831169702,0.8749999999999994,0.9856583393843972,0.7098333906669216,0.803030303030303,0.4595417442680699,0.09513950174299884,,1668.3558769921212,0.0005993925,0.0009487025,0.3871806962750994,0.8348313868285908,,0.00102087,,,,,0.0,0.0,275968.0,94080.0,0.0,0.0
densenet121_context_2,0.03150982341171307,0.10647170095925915,,0.6015625,0.306640625,0.361328125,0.7533791316000249,0.8749999999999996,0.9721359561985976,0.8348722202949909,0.8594594594594595,0.5193607475434255,0.16128585714727472,,7090.564231648734,0.00014103249999999998,0.000580855,0.1953663140032207,0.6601428224548963,,0.00127543,,,,,0.0,0.0,94080.0,175616.0,0.0,0.0
densenet121_context_3,0.01469341279337581,0.03639830135733067,,0.6015625,0.26953125,0.177734375,0.9044850372537339,0.875,1.0,0.5666455251685085,0.7142857142857143,0.3633919168461576,0.046133739443359856,,1680.5239873792648,0.0005950525000000001,0.0012732675,0.31849602851759873,0.7889735754461927,,0.001029155,,,,,0.0,0.0,175616.0,37632.0,0.0,0.0
densenet121_context_4,0.014479359615121404,0.0666779409875885,,0.6015625,0.357421875,0.361328125,0.7941746798980236,0.8162171010460163,0.9598697785016187,0.7334050544456238,0.8378378378378378,0.45413297052190393,0.137481660997842,,21122.669905476054,4.7342499999999996e-05,0.000402175,0.10531848037061961,0.48499516592714953,,0.000639605,,,,,0.0,1000.0,37632.0,0.0,0.0,0.0

layer_name,layer_type,input_height,input_width,output_channels,input_channels,kernel_height,kernel_width,strides_row,strides_col,predecessors,successors,weights,macs,power,fps,total cycles,theoretical cycles,scs,apus,input_aligners,of_per_sc,of_per_mac,l3_output_cuts,l2_weights_usage_ratio,groups,dilation_height,dilation_width,16x4_configuration,elementwise_feed_repeat,ew_add_enabled,defuse_mode,node_layer_input_bw,node_layer_output_bw,defuse_name,l3_weight_cuts,l4_cuts,lcus,node_layer_latency,deprecated,output_features_per_sc,mac_computation_utilization,apu_activation_utilization,subcluster_utilization,buffers_num,buffer_size,context,did_reach_fps,latency,l2_weights,ops,l2_data_usage,input_activation_bits,input_range_min,input_range_max,kernel_range_min,kernel_range_max,output_range_min,output_range_max,output_activation_bits,weights_bits,bias_bits,active_mac_util,width_align_util,feature_align_util,balance_fps_util,mac_layers_util,effective_mac_util,is_4bit_enhanced,is_smuffer_in,is_smuffer_out
normalization31,normalization,28,28,384,384,1,1,,,batch_norm31,conv31,0,301056.0,,3615.88,110623,,1,1,1,384,1,1,0.0,,1,1,False,,False,,502.2685546875,502.2685546875,densenet121/normalization31,1,0,1,0.55914,0,384,0.437377393245697,0.3887799084186554,0.2018043242658973,2,12288,densenet121_context_1,False,0.00087234,0,602112.0,0,8,-830.748046875,320.5603942871094,4.053787971969314e-09,0.24785098433494568,0.0,41.61118698120117,8,8,16,0.437377393245697,0.875,1.0,0.46139633045124856,1.0,0.17657878373266014,False,False,False
conv31,conv,28,28,128,384,1,1,1,1,normalization31,normalization32,49280.0,38635520.0,,1910.69,209349,150528.0,4,1,2,32,8,1,0.0,1,1,1,True,,False,,502.2685546875,167.4228515625,densenet121/conv31,2,0,1,0.5768125,0,32,0.8238874077796936,0.06847894936800003,0.7193950747267904,32,1024,densenet121_context_1,False,0.000899885,0,77070336.0,0,8,0.0,41.61118698120117,-5.70420503616333,5.441735744476318,-256.23846435546875,197.51715087890625,8,8,16,0.8238874077796936,0.875,1.0,0.8731715862310591,1.0,0.6294706903859416,False,False,True
normalization32,normalization,28,28,128,128,1,1,,,conv31,conv32,0,100352.0,,10482.45,38159,,1,1,1,128,1,1,0.0,,1,1,False,,False,,167.4228515625,167.4228515625,densenet121/normalization32,1,0,1,0.56916,0,128,0.42265257239341736,0.37569117546081543,0.06726810691642127,8,4096,densenet121_context_1,False,0.000901595,0,200704.0,0,8,-256.23846435546875,197.51715087890625,0.11150030046701431,0.2766585052013397,0.0,41.173282623291016,8,8,16,0.42265257239341736,0.875,1.0,0.1591569797753559,1.0,0.05885959355186861,False,True,False
conv32,conv,28,28,32,128,3,3,1,1,normalization32,concat15,36896.0,28926464.0,,2443.36,163709,112896.0,4,1,2,8,2,1,0.0,1,1,1,True,,False,,167.4228515625,41.855712890625,densenet121/conv32,2,0,1,0.573195,0,8,0.7889364957809448,0.021892504766583443,0.5386954490913829,128,256,densenet121_context_1,False,0.0009166825,0,57802752.0,4096,8,0.0,41.173282623291016,-0.2846620976924896,0.23678672313690186,-17.50788688659668,15.80936050415039,8,8,16,0.7889364957809448,0.875,1.0,0.6828121806662579,1.0,0.4713585179549601,False,False,True
concat15,concat,28|28,28|28,416,384|32,,,,,concat14 conv32,batch_norm33 concat16,0,0,,8263.95,48403,,1,1,1,416,0,1,1,,,,False,,False,,502.2685546875,0.0,densenet121/concat15,0,0,1,0.55584,0,416,0.9625849723815918,0.9625849723815918,0.19433009429625075,9,3328,densenet121_context_1,False,0.0009262,0,0,0,8,-166.3690185546875,150.22874450683594,N/A,N/A,-166.3690185546875,150.22874450683594,8,8,8,0.9625849723815918,0.875,1.0,0.20188357378512412,0.0,0.1700388325092194,False,True,True
batch_norm33,batch_norm,28,28,416,416,,,,,concat15,normalization33,0,0,,3256.51,122831,,1,1,1,416,1,1,0.0,,1,1,False,,False,,544.1242065429688,544.1242065429688,densenet121/batch_norm33,1,0,1,0.5623075000000001,0,416,0.4267326593399048,0.3793179392814636,0.2186213511154204,2,13312,densenet121_context_1,False,0.0009337425,0,0,0,8,-166.3690185546875,150.22874450683594,1.6545593738555908,13.538607597351074,-642.5029296875,304.5389404296875,8,8,16,0.4267326593399048,0.875,1.0,0.5123145518170481,0.0,0.19129368222599283,False,True,False
normalization33,normalization,28,28,416,416,1,1,,,batch_norm33,conv33,0,326144.0,,3338.70,119807,,1,1,1,416,1,1,0.0,,1,1,False,,False,,544.1242065429688,544.1242065429688,densenet121/normalization33,1,0,1,0.56152,0,416,0.4375036656856537,0.38889214396476746,0.21862136110645827,2,13312,densenet121_context_1,False,0.00094702,0,652288.0,0,8,-642.5029296875,304.5389404296875,6.183468181930607e-10,0.1915428787469864,0.0,30.645751953125,8,8,16,0.4375036656856537,0.875,1.0,0.4997017813869877,1.0,0.19129369096815096,False,False,False
conv33,conv,28,28,128,416,1,1,1,1,normalization33,normalization34,53376.0,41846784.0,,1774.02,225477,163072.0,4,1,2,32,8,4,0.0,1,1,1,True,,False,,544.1242065429688,167.4228515625,densenet121/conv33,2,0,1,0.5804325,0,32,0.8285368084907532,0.06358076632022858,0.7791889036318838,4,1024,densenet121_context_1,False,0.000976625,0,83492864.0,0,8,0.0,30.645751953125,-6.070091247558594,3.683943510055542,-122.12557983398438,117.4284439086914,8,8,16,0.8285368084907532,0.875,1.0,0.9404396951913813,1.0,0.6817902906778983,False,False,True
normalization34,normalization,28,28,128,128,1,1,,,conv33,conv34,0,100352.0,,10482.45,38159,,1,1,1,128,1,1,0.0,,1,1,False,,False,,167.4228515625,167.4228515625,densenet121/normalization34,1,0,1,0.57206,0,128,0.42265257239341736,0.37569117546081543,0.06726810691642127,8,4096,densenet121_context_1,False,0.000978335,0,200704.0,0,8,-122.12557983398438,117.4284439086914,0.11140848696231842,0.2805645167827606,0.0,21.55913543701172,8,8,16,0.42265257239341736,0.875,1.0,0.1591569797753559,1.0,0.05885959355186861,False,True,False
conv34,conv,28,28,32,128,3,3,1,1,normalization34,concat16,36896.0,28926464.0,,2443.36,163709,112896.0,4,1,2,8,2,1,0.0,1,1,1,True,,False,,167.4228515625,41.855712890625,densenet121/conv34,2,0,1,0.5753750000000001,0,8,0.7889364957809448,0.021892504766583443,0.5386954490913829,128,256,densenet121_context_1,False,0.0009934225,0,57802752.0,4096,8,0.0,21.55913543701172,-0.16525499522686005,0.22112323343753815,-16.28697967529297,14.706900596618652,8,8,16,0.7889364957809448,0.875,1.0,0.6828121806662579,1.0,0.4713585179549601,False,False,True
concat16,concat,28|28,28|28,448,416|32,,,,,concat15 conv34,batch_norm35 concat17,0,0,,7694.23,51987,,1,1,1,448,0,1,1,,,,False,,False,,544.1242065429688,0.0,densenet121/concat16,0,0,1,0.5549974999999999,0,448,0.9651643633842468,0.9651643633842468,0.20927856020577854,9,3584,densenet121_context_1,False,0.0009999175,0,0,0,8,N/A,N/A,N/A,N/A,-166.3690185546875,150.22874450683594,8,8,8,0.9651643633842468,0.875,1.0,0.21683204244297352,0.0,0.18311874018005622,False,True,True
batch_norm35,batch_norm,28,28,448,448,,,,,concat16,normalization35,0,0,,3024.83,132239,,1,1,1,448,1,1,0.0,,1,1,False,,False,,585.97998046875,585.97998046875,densenet121/batch_norm35,1,0,1,0.5657475,0,448,0.42686349153518677,0.379434198141098,0.2354383866044435,2,14336,densenet121_context_1,False,0.0010118225,0,0,0,8,-166.3690185546875,150.22874450683594,1.6545593738555908,15.589241981506348,-609.1226196289062,550.0286254882812,8,8,16,0.42686349153518677,0.875,1.0,0.5515542820439028,0.0,0.20600858827888807,False,True,False
normalization35,normalization,28,28,448,448,1,1,,,batch_norm35,conv35,0,351232.0,,3100.99,128991,,1,1,1,448,1,1,0.0,,1,1,False,,False,,585.97998046875,585.97998046875,densenet121/normalization35,1,0,1,0.5627749999999999,0,448,0.4376119375228882,0.3889883756637573,0.23543838733807507,2,14336,densenet121_context_1,False,0.001023335,0,702464.0,0,8,-609.1226196289062,550.0286254882812,-1.5961690223775804e-05,0.20999504625797272,0.0,32.18414306640625,8,8,16,0.4376119375228882,0.875,1.0,0.5380072323227267,1.0,0.2060085889208157,False,False,False
conv35,conv,28,28,128,448,1,1,1,1,normalization35,normalization36,57472.0,45058048.0,,1845.52,216741,175616.0,4,1,1,32,4,1,0.0,1,1,1,False,,False,,585.97998046875,167.4228515625,densenet121/conv35,4,0,1,0.5781725,0,32,0.9280754327774048,0.0661434605717659,0.8389827924757463,32,1024,densenet121_context_1,False,0.001050245,0,89915392.0,0,8,0.0,32.18414306640625,-4.106359958648682,4.7597479820251465,-164.34947204589844,109.56631469726562,8,8,16,0.9280754327774048,0.875,1.0,0.9040028028378734,1.0,0.734109943416278,False,False,True
normalization36,normalization,28,28,128,128,1,1,,,conv35,conv36,0,100352.0,,10482.45,38159,,1,1,1,128,1,2,0.0,,1,1,False,,False,,167.4228515625,167.4228515625,densenet121/normalization36,1,0,1,0.57418,0,128,0.42265257239341736,0.37569117546081543,0.06726810691642127,2,4096,densenet121_context_1,False,0.0010511125,0,200704.0,0,8,-164.34947204589844,109.56631469726562,0.13196705281734467,0.2595890164375305,0.0,21.982669830322266,8,8,16,0.42265257239341736,0.875,1.0,0.1591569797753559,1.0,0.05885959355186861,False,True,False
conv36,conv,28,28,32,128,3,3,1,1,normalization36,concat17,36896.0,28926464.0,,2443.36,163709,112896.0,4,1,2,8,2,1,0.0,1,1,1,True,,False,,167.4228515625,41.855712890625,densenet121/conv36,2,0,1,0.573895,0,8,0.7889364957809448,0.021892504766583443,0.5386954490913829,128,256,densenet121_context_1,False,0.0010662,0,57802752.0,4096,8,0.0,21.982669830322266,-0.11096643656492233,0.22320516407489777,-21.26483154296875,19.201826095581055,8,8,16,0.7889364957809448,0.875,1.0,0.6828121806662579,1.0,0.4713585179549601,False,False,True
concat17,concat,28|28,28|28,480,448|32,,,,,concat16 conv36,batch_norm37 concat18,0,0,,7198.00,55571,,1,1,1,480,0,2,1,,,,False,,False,,585.97998046875,0.0,densenet121/concat17,0,0,1,0.553985,0,480,0.9674110412597656,0.9674110412597656,0.22422702558776778,16,3840,densenet121_context_1,False,0.0010731625,0,0,0,8,N/A,N/A,N/A,N/A,-166.3690185546875,150.22874450683594,8,8,8,0.9674110412597656,0.875,1.0,0.23178051110082293,0.0,0.1961986473892968,False,True,True
batch_norm37,batch_norm,28,28,480,480,,,,,concat17,normalization37,0,0,,2823.92,141647,,1,1,1,480,1,2,0.0,,1,1,False,,False,,627.8356323242188,627.8356323242188,densenet121/batch_norm37,1,0,1,0.5655275,0,480,0.42697691917419434,0.379535049200058,0.2522554072259292,4,15360,densenet121_context_1,False,0.00108594,0,0,0,8,-166.3690185546875,150.22874450683594,1.6545593738555908,15.589241981506348,-612.7890625,415.2452087402344,8,8,16,0.42697691917419434,0.875,1.0,0.5907940122707576,0.0,0.22072348132268807,False,True,False
normalization37,normalization,28,28,480,480,1,1,,,batch_norm37,conv37,0,376320.0,,2894.88,138175,,1,1,1,480,1,1,0.0,,1,1,False,,False,,627.8356323242188,627.8356323242188,densenet121/normalization37,1,0,1,0.5654,0,480,0.4377058148384094,0.38907182216644287,0.25225541262735696,2,15360,densenet121_context_1,False,0.0011007175,0,752640.0,0,8,-612.7890625,415.2452087402344,-1.027614771054175e-09,0.24892401695251465,0.0,40.12446212768555,8,8,16,0.4377058148384094,0.875,1.0,0.5763126832584659,1.0,0.22072348604893732,False,False,False
conv37,conv,28,28,128,480,1,1,1,1,normalization37,normalization38,61568.0,48269312.0,,1731.02,231077,188160.0,4,1,1,32,4,1,0.0,1,1,1,False,,False,,627.8356323242188,167.4228515625,densenet121/conv37,4,0,1,0.5820325,0,32,0.9325376152992249,0.062039926648139954,0.8987766552405101,1,1024,densenet121_context_1,False,0.0011296825,0,96337920.0,0,8,0.0,40.12446212768555,-4.942396640777588,4.446415424346924,-185.2222137451172,157.03622436523438,8,8,16,0.9325376152992249,0.875,1.0,0.963796677469271,1.0,0.7864295733354464,False,False,True
normalization38,normalization,28,28,128,128,1,1,,,conv37,conv38,0,100352.0,,10482.45,38159,,1,1,1,128,1,1,0.0,,1,1,False,,False,,167.4228515625,167.4228515625,densenet121/normalization38,1,0,1,0.57772,0,128,0.42265257239341736,0.37569117546081543,0.06726810691642127,1,4096,densenet121_context_1,False,0.00113055,0,200704.0,0,8,-185.2222137451172,157.03622436523438,0.15326376259326935,0.26949721574783325,0.0,30.242948532104492,8,8,16,0.42265257239341736,0.875,1.0,0.1591569797753559,1.0,0.05885959355186861,False,True,False
conv38,conv,28,28,32,128,3,3,1,1,normalization38,concat18,36896.0,28926464.0,,2443.36,163709,112896.0,4,1,2,8,2,1,0.0,1,1,1,True,,False,,167.4228515625,41.855712890625,densenet121/conv38,2,0,1,0.576475,0,8,0.7889364957809448,0.021892504766583443,0.5386954490913829,128,256,densenet121_context_1,False,0.0011456375,0,57802752.0,4096,8,0.0,30.242948532104492,-0.16814862191677094,0.3013977110385895,-9.926283836364746,8.963285446166992,8,8,16,0.7889364957809448,0.875,1.0,0.6828121806662579,1.0,0.4713585179549601,False,False,True
concat18,concat,28|28,28|28,512,480|32,,,,,concat17 conv38,batch_norm39,0,0,,6761.90,59155,,1,1,1,512,0,1,1,,,,False,,False,,627.8356323242188,0.0,densenet121/concat18,0,0,1,0.557045,0,512,0.9693855047225952,0.9693855047225952,0.23917549657305157,8,4096,densenet121_context_1,False,0.00115308,0,0,0,8,N/A,N/A,N/A,N/A,-166.3690185546875,150.22874450683594,8,8,8,0.9693855047225952,0.875,1.0,0.24672897975867233,0.0,0.2092785595014201,False,True,True
batch_norm39,batch_norm,28,28,512,512,,,,,concat18,normalization39,0,0,,2648.04,151055,,1,1,1,512,1,2,0.0,,1,1,False,,False,,669.69140625,669.69140625,densenet121/batch_norm39,1,0,1,0.5693675,0,512,0.42707622051239014,0.37962332367897034,0.2690724295411566,4,16384,densenet121_context_1,False,0.0011667175,0,0,0,8,-166.3690185546875,150.22874450683594,1.6545593738555908,15.787086486816406,-603.7901611328125,323.7188415527344,8,8,16,0.42707622051239014,0.875,1.0,0.6300337424976121,0.0,0.23543837584851204,False,True,False
normalization39,normalization,28,28,512,512,1,1,,,batch_norm39,conv39,0,401408.0,,2714.46,147359,,1,1,1,512,1,1,0.0,,1,1,False,,False,,669.69140625,669.69140625,densenet121/normalization39,1,0,1,0.582765,0,512,0.4377879798412323,0.3891448676586151,0.2690724313426684,2,16384,densenet121_context_1,False,0.00119544,0,802816.0,0,8,-603.7901611328125,323.7188415527344,-2.320102225894516e-07,0.44583219289779663,0.0,57.98653030395508,8,8,16,0.4377879798412323,0.875,1.0,0.614618134194205,1.0,0.23543837742483487,False,False,False
conv39,conv,28,28,256,512,1,1,1,1,normalization39,avgpool2,131328.0,102961152.0,,1668.36,239757,200704.0,8,1,1,32,4,3,0.0,1,1,1,False,,False,,669.69140625,334.845703125,densenet121/conv39,8,0,1,0.599315,0,32,0.9585705399513245,0.11958774924278259,0.9585705399513245,3,8192,densenet121_context_1,False,0.0012251425,0,205520896.0,4096,8,0.0,57.98653030395508,-0.6636730432510376,0.5832260847091675,-32.31437683105469,32.56882095336914,8,8,16,0.9585705399513245,0.875,1.0,1.0,1.0,0.8387492224574089,False,False,False
avgpool2,avgpool,28,28,256,256,2,2,2,2,conv39,batch_norm40 concat19,0,0,,3357.14,119149,,1,1,1,256,1,1,0.0,,1,1,False,,False,,334.845703125,83.71142578125,densenet121/avgpool2,1,0,1,0.5991675,0,256,0.3007998466491699,0.060159966349601746,0.14948469045075619,8,4096,densenet121_context_1,False,0.0012463975,0,0,0,8,-32.31437683105469,32.56882095336914,N/A,N/A,-32.34657287597656,25.334379196166992,8,8,8,0.3007998466491699,0.875,1.0,0.49695733596933567,0.0,0.13079910414441165,False,False,False
batch_norm40,batch_norm,14,14,256,256,,,,,avgpool2,normalization40,0,0,,21520.42,18587,,1,1,1,256,1,1,0.0,,1,1,False,,False,,83.71142578125,83.71142578125,densenet121/batch_norm40,1,0,1,0.559815,0,256,0.4338516294956207,0.38564589619636536,0.033634055470476786,8,4096,densenet121_context_1,False,0.00124971,0,0,0,8,-32.34657287597656,25.334379196166992,4.503744125366211,12.584434509277344,-190.3018341064453,142.0746612548828,8,8,16,0.4338516294956207,0.875,1.0,0.0775243267141314,0.0,0.02942979853666719,False,False,False
normalization40,normalization,14,14,256,256,1,1,,,batch_norm40,conv40,0,50176.0,,21520.42,18587,,1,1,1,256,1,1,0.0,,1,1,False,,False,,83.71142578125,83.71142578125,densenet121/normalization40,1,0,1,0.559815,0,256,0.4338516294956207,0.38564589619636536,0.033634055470476786,8,4096,densenet121_context_1,False,0.0012530225,0,100352.0,0,8,-190.3018341064453,142.0746612548828,0.004093949683010578,0.2224695384502411,0.0,12.241904258728027,8,8,16,0.4338516294956207,0.875,1.0,0.0775243267141314,1.0,0.02942979853666719,False,False,False
conv40,conv,14,14,128,256,1,1,1,1,normalization40,normalization41,32896.0,6447616.0,,3346.58,119525,100352.0,1,1,1,128,8,1,0.0,1,1,1,False,,False,,83.71142578125,41.855712890625,densenet121/conv40,1,0,1,0.5778575,0,128,0.963279664516449,0.02998535893857479,0.48021956356364387,32,1024,densenet121_context_1,False,0.0012743775,0,12845056.0,0,8,0.0,12.241904258728027,-3.439507484436035,4.524150848388672,-88.39418029785156,99.44345092773438,8,8,16,0.963279664516449,0.875,1.0,0.4985255904937082,1.0,0.4201921181181884,False,False,True
normalization41,normalization,14,14,128,128,1,1,,,conv40,conv41,0,25088.0,,41549.81,9627,,1,1,1,128,1,1,0.0,,1,1,False,,False,,41.855712890625,41.855712890625,densenet121/normalization41,1,0,1,0.5680350000000001,0,128,0.4188220500946045,0.37228628993034363,0.016817026723977852,16,2048,densenet121_context_1,False,0.001275245,0,50176.0,0,8,-88.39418029785156,99.44345092773438,0.07856472581624985,0.3002609610557556,0.0,14.635404586791992,8,8,16,0.4188220500946045,0.875,1.0,0.04015315506950788,1.0,0.014714898383480621,False,True,False
conv41,conv,14,14,32,128,3,3,1,1,normalization41,concat19,36896.0,7231616.0,,2727.92,146632,112896.0,1,1,1,32,2,1,0.0,1,1,1,False,,False,,41.855712890625,10.46392822265625,densenet121/conv41,2,0,1,0.583185,0,32,0.8809536695480347,0.006110535003244877,0.5387788405475854,64,512,densenet121_context_1,False,0.0013019275,0,14450688.0,3072,8,0.0,14.635404586791992,-0.2078648805618286,0.24353331327438354,-18.607515335083008,14.573718070983887,8,8,16,0.8809536695480347,0.875,1.0,0.6115858973877718,1.0,0.4714314854791372,False,False,False
concat19,concat,14|14,14|14,288,256|32,,,,,avgpool2 conv41,batch_norm42 concat20,0,0,,46237.43,8651,,1,1,1,288,0,1,1,,,,False,,False,,83.71142578125,0.0,densenet121/concat19,0,0,1,0.517345,0,288,0.9321465492248535,0.9321465492248535,0.03363405363490621,14,2304,densenet121_context_1,False,0.001305005,0,0,0,8,N/A,N/A,N/A,N/A,-32.34657287597656,25.334379196166992,8,8,8,0.9321465492248535,0.875,1.0,0.036082366729647104,0.0,0.029429796930542935,False,False,True
batch_norm42,batch_norm,14,14,288,288,,,,,concat19,normalization42,0,0,,18702.95,21387,,1,1,1,288,1,1,0.0,,1,1,False,,False,,94.17535400390625,94.17535400390625,densenet121/batch_norm42,1,0,1,0.521325,0,288,0.4241829216480255,0.3770514726638794,0.03783831189615453,7,4608,densenet121_context_1,False,0.00130975,0,0,0,8,-32.34657287597656,25.334379196166992,4.503744125366211,12.584434509277344,-160.76766967773438,147.47109985351562,8,8,16,0.4241829216480255,0.875,1.0,0.08920281785307625,0.0,0.03310852290913522,False,True,False
normalization42,normalization,14,14,288,288,1,1,,,batch_norm42,conv42,0,56448.0,,19154.34,20883,,1,1,1,288,1,1,0.0,,1,1,False,,False,,94.17535400390625,94.17535400390625,densenet121/normalization42,1,0,1,0.521235,0,288,0.4344203472137451,0.38615140318870544,0.037838311752585486,7,4608,densenet121_context_1,False,0.0013134725,0,112896.0,0,8,-160.76766967773438,147.47109985351562,3.796010048517928e-07,0.1641003042459488,0.0,14.523677825927734,8,8,16,0.4344203472137451,0.875,1.0,0.08710068944806616,1.0,0.033108522783512305,False,False,False
conv42,conv,14,14,128,288,1,1,1,1,normalization42,normalization43,36992.0,7250432.0,,2988.17,133861,112896.0,1,1,1,128,8,1,0.0,1,1,1,False,,False,,94.17535400390625,41.855712890625,densenet121/conv42,2,0,1,0.5615125,0,128,0.9672122597694397,0.02677404135465622,0.5400134315369185,32,1024,densenet121_context_1,False,0.0013574725,0,14450688.0,0,8,0.0,14.523677825927734,-5.627049922943115,5.977294921875,-105.49649810791016,113.21575164794922,8,8,16,0.9672122597694397,0.875,1.0,0.5583194651251059,1.0,0.4725117525948037,False,False,True
normalization43,normalization,14,14,128,128,1,1,,,conv42,conv43,0,25088.0,,41549.81,9627,,1,1,1,128,1,1,0.0,,1,1,False,,False,,41.855712890625,41.855712890625,densenet121/normalization43,1,0,1,0.55041,0,128,0.4188220500946045,0.37228628993034363,0.016817026723977852,16,2048,densenet121_context_1,False,0.00135834,0,50176.0,0,8,-105.49649810791016,113.21575164794922,0.0020890606101602316,0.21645893156528473,0.0,13.234830856323242,8,8,16,0.4188220500946045,0.875,1.0,0.04015315506950788,1.0,0.014714898383480621,False,True,False
conv43,conv,14,14,32,128,3,3,1,1,normalization43,concat20,36896.0,7231616.0,,2730.58,146489,112896.0,1,1,1,32,2,1,0.0,1,1,1,False,,False,,41.855712890625,10.46392822265625,densenet121/conv43,2,0,1,0.5663575000000001,0,32,0.881813645362854,0.006116500124335289,0.5387788431435125,128,256,densenet121_context_1,False,0.0013871,0,14450688.0,2048,8,0.0,13.234830856323242,-0.2323247790336609,0.2967795729637146,-10.750678062438965,8.420111656188965,8,8,16,0.881813645362854,0.875,1.0,0.6109894601617472,1.0,0.4714314877505735,False,False,True
concat20,concat,14|14,14|14,320,288|32,,,,,concat19 conv43,batch_norm44 concat21,0,0,,42431.31,9427,,1,1,1,320,0,2,1,,,,False,,False,,94.17535400390625,0.0,densenet121/concat20,0,0,1,0.5138325,0,320,0.9504614472389221,0.9504614472389221,0.03737117190789557,24,2560,densenet121_context_1,False,0.001389185,0,0,0,8,N/A,N/A,N/A,N/A,-32.34657287597656,25.334379196166992,8,8,8,0.9504614472389221,0.875,1.0,0.03931897713101182,0.0,0.032699775419408626,False,True,True
batch_norm44,batch_norm,14,14,320,320,,,,,concat20,normalization44,0,0,,16849.91,23739,,1,1,1,320,1,1,0.0,,1,1,False,,False,,104.6392822265625,104.6392822265625,densenet121/batch_norm44,1,0,1,0.5176799999999999,0,320,0.4246177077293396,0.3774379789829254,0.04204256711498223,6,5120,densenet121_context_1,False,0.0013938675,0,0,0,8,-32.34657287597656,25.334379196166992,4.009761810302734,12.584434509277344,-136.5626983642578,156.0716552734375,8,8,16,0.4246177077293396,0.875,1.0,0.09901275040978992,0.0,0.03678724622560945,False,True,False
normalization44,normalization,14,14,320,320,1,1,,,batch_norm44,conv44,0,62720.0,,17257.00,23179,,1,1,1,320,1,1,0.0,,1,1,False,,False,,104.6392822265625,104.6392822265625,densenet121/normalization44,1,0,1,0.50559,0,320,0.43487638235092163,0.38655680418014526,0.04204256670925984,6,5120,densenet121_context_1,False,0.0013982275,0,125440.0,0,8,-136.5626983642578,156.0716552734375,0.004365046974271536,0.22048209607601166,0.0,14.71446418762207,8,8,16,0.43487638235092163,0.875,1.0,0.09667705218200094,1.0,0.036787245870602364,False,False,False
